CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
22044729,BURGLARY AUTO,09/21/2022 12:00:00 AM,8:30:00 PM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"2200 BLOCK HASTE ST
Berkeley, CA
(37.86518, -122.26529)",2200 BLOCK HASTE ST,Berkeley,CA
22040430,DISTURBANCE,08/31/2022 12:00:00 AM,1:21:00 PM,DISORDERLY CONDUCT,3,10/13/2022 04:42:00 PM,"2300 BLOCK SACRAMENTO ST
Berkeley, CA
(37.86567, -122.28157)",2300 BLOCK SACRAMENTO ST,Berkeley,CA
22035397,BURGLARY AUTO,08/03/2022 12:00:00 AM,10:00:00 AM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.8801, -122.29768)",1000 BLOCK GILMAN ST,Berkeley,CA
22090722,THEFT FELONY (OVER $950),06/07/2022 12:00:00 AM,2:10:00 AM,LARCENY,2,10/13/2022 04:42:00 PM,"1700 BLOCK 4TH ST
Berkeley, CA
(37.87174, -122.3012)",1700 BLOCK 4TH ST,Berkeley,CA
22025546,FRAUD/FORGERY,05/18/2022 12:00:00 AM,12:00:00 AM,FRAUD,3,10/13/2022 04:42:00 PM,"700 BLOCK HILLDALE AVE
Berkeley, CA
(37.89855, -122.26568)",700 BLOCK HILLDALE AVE,Berkeley,CA
22033305,ASSAULT/BATTERY MISD.,07/21/2022 12:00:00 AM,3:18:00 PM,ASSAULT,4,10/13/2022 04:42:00 PM,"2700 BLOCK MILVIA ST
Berkeley, CA
(37.86002, -122.26942)",2700 BLOCK MILVIA ST,Berkeley,CA
22090766,THEFT MISD. (UNDER $950),06/24/2022 12:00:00 AM,5:30:00 PM,LARCENY,5,10/13/2022 04:42:00 PM,"1700 BLOCK FRANKLIN ST
Berkeley, CA
(37.87429, -122.28591)",1700 BLOCK FRANKLIN ST,Berkeley,CA
22035368,THEFT FELONY (OVER $950),08/03/2022 12:00:00 AM,4:00:00 AM,LARCENY,3,10/13/2022 04:42:00 PM,"1500 BLOCK CALIFORNIA ST
Berkeley, CA
(37.87813, -122.2806)",1500 BLOCK CALIFORNIA ST,Berkeley,CA
22027959,ASSAULT/BATTERY FEL.,06/18/2022 12:00:00 AM,5:49:00 PM,ASSAULT,6,10/13/2022 04:42:00 PM,"600 BLOCK CEDAR ST
Berkeley, CA
(37.87298, -122.30507)",600 BLOCK CEDAR ST,Berkeley,CA
22045438,THEFT FROM AUTO,09/26/2022 12:00:00 AM,6:00:00 PM,LARCENY - FROM VEHICLE,1,10/13/2022 04:42:00 PM,"2600 BLOCK MCGEE AVE
Berkeley, CA
(37.86092, -122.27613)",2600 BLOCK MCGEE AVE,Berkeley,CA
22033899,BURGLARY COMMERCIAL,07/23/2022 12:00:00 AM,3:00:00 PM,BURGLARY - COMMERCIAL,6,10/13/2022 04:42:00 PM,"1300 BLOCK 2ND ST
Berkeley, CA
(37.87834, -122.30573)",1300 BLOCK 2ND ST,Berkeley,CA
22040414,FRAUD/FORGERY,08/29/2022 12:00:00 AM,12:00:00 PM,FRAUD,1,10/13/2022 04:42:00 PM,"1900 BLOCK ALLSTON WAY
Berkeley, CA
(37.86879, -122.27251)",1900 BLOCK ALLSTON WAY,Berkeley,CA
22035899,BURGLARY AUTO,08/06/2022 12:00:00 AM,8:30:00 AM,BURGLARY - VEHICLE,6,10/13/2022 04:42:00 PM,"DWIGHT WAY /  ETNA ST
Berkeley, CA
(37.8658, -122.25273)",DWIGHT WAY /  ETNA ST,Berkeley,CA
22090478,BURGLARY AUTO,04/20/2022 12:00:00 AM,3:00:00 AM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"2400 BLOCK COLLEGE AVE
Berkeley, CA
(37.86735, -122.25426)",2400 BLOCK COLLEGE AVE,Berkeley,CA
22027075,VEHICLE STOLEN,06/07/2022 12:00:00 AM,8:00:00 AM,MOTOR VEHICLE THEFT,2,10/13/2022 04:42:00 PM,"2800 BLOCK HILLEGASS AVE
Berkeley, CA
(37.85969, -122.25577)",2800 BLOCK HILLEGASS AVE,Berkeley,CA
22035121,VEHICLE STOLEN,07/24/2022 12:00:00 AM,9:00:00 PM,MOTOR VEHICLE THEFT,0,10/13/2022 04:42:00 PM,"1300 BLOCK BERKELEY WAY
Berkeley, CA
(37.87054, -122.28699)",1300 BLOCK BERKELEY WAY,Berkeley,CA
22020655,BURGLARY AUTO,05/04/2022 12:00:00 AM,11:35:00 AM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"1400 BLOCK CARLETON ST
Berkeley, CA
(37.85938, -122.28188)",1400 BLOCK CARLETON ST,Berkeley,CA
22033455,DISTURBANCE,07/22/2022 12:00:00 AM,3:39:00 PM,DISORDERLY CONDUCT,5,10/13/2022 04:42:00 PM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.8801, -122.29768)",1000 BLOCK GILMAN ST,Berkeley,CA
22040230,THEFT FROM AUTO,08/28/2022 12:00:00 AM,12:01:00 AM,LARCENY - FROM VEHICLE,0,10/13/2022 04:42:00 PM,"900 BLOCK SHATTUCK AVE
Berkeley, CA
(37.89087, -122.27104)",900 BLOCK SHATTUCK AVE,Berkeley,CA
22090586,BURGLARY AUTO,05/11/2022 12:00:00 AM,11:00:00 AM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"2200 BLOCK PARKER ST
Berkeley, CA
(37.86249, -122.26458)",2200 BLOCK PARKER ST,Berkeley,CA
22039311,THEFT MISD. (UNDER $950),08/25/2022 12:00:00 AM,3:20:00 PM,LARCENY,4,10/13/2022 04:42:00 PM,"2300 BLOCK OREGON ST
Berkeley, CA
(37.85835, -122.26139)",2300 BLOCK OREGON ST,Berkeley,CA
22030918,BURGLARY AUTO,07/06/2022 12:00:00 AM,3:50:00 PM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"2400 BLOCK DURANT AVE
Berkeley, CA
(37.86759, -122.26082)",2400 BLOCK DURANT AVE,Berkeley,CA
22035227,THEFT FELONY (OVER $950),08/02/2022 12:00:00 AM,12:11:00 PM,LARCENY,2,10/13/2022 04:42:00 PM,"1700 BLOCK 4TH ST
Berkeley, CA
(37.87174, -122.3012)",1700 BLOCK 4TH ST,Berkeley,CA
22036797,ASSAULT/BATTERY MISD.,08/11/2022 12:00:00 AM,8:50:00 PM,ASSAULT,4,10/13/2022 04:42:00 PM,"1500 BLOCK CALIFORNIA ST
Berkeley, CA
(37.87813, -122.2806)",1500 BLOCK CALIFORNIA ST,Berkeley,CA
22017682,ROBBERY,04/17/2022 12:00:00 AM,8:00:00 PM,ROBBERY,0,10/13/2022 04:42:00 PM,"1800 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.87125, -122.27499)",1800 BLOCK UNIVERSITY AVE,Berkeley,CA
22039323,VANDALISM,08/25/2022 12:00:00 AM,3:25:00 PM,VANDALISM,4,10/13/2022 04:42:00 PM,"2400 BLOCK HASTE ST
Berkeley, CA
(37.86582, -122.26048)",2400 BLOCK HASTE ST,Berkeley,CA
22044463,FRAUD/FORGERY,07/22/2022 12:00:00 AM,12:00:00 AM,FRAUD,5,10/13/2022 04:42:00 PM,"2900 BLOCK DERBY ST
Berkeley, CA
(37.86239, -122.24888)",2900 BLOCK DERBY ST,Berkeley,CA
22042236,BURGLARY AUTO,09/10/2022 12:00:00 AM,12:01:00 AM,BURGLARY - VEHICLE,6,10/13/2022 04:42:00 PM,"2200 BLOCK PARKER ST
Berkeley, CA
(37.86249, -122.26458)",2200 BLOCK PARKER ST,Berkeley,CA
22029984,DISTURBANCE,06/30/2022 12:00:00 AM,9:20:00 PM,DISORDERLY CONDUCT,4,10/13/2022 04:42:00 PM,"2600 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.86292, -122.25875)",2600 BLOCK TELEGRAPH AVE,Berkeley,CA
22047686,SEXUAL ASSAULT FEL.,10/09/2022 12:00:00 AM,2:30:00 AM,SEX CRIME,0,10/13/2022 04:42:00 PM,"2700 BLOCK DURANT AVE
Berkeley, CA
(37.86836, -122.2543)",2700 BLOCK DURANT AVE,Berkeley,CA
22091031,BURGLARY AUTO,08/24/2022 12:00:00 AM,1:00:00 PM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"2400 BLOCK DWIGHT WAY
Berkeley, CA
(37.86484, -122.26055)",2400 BLOCK DWIGHT WAY,Berkeley,CA
22032503,DOMESTIC VIOLENCE,07/16/2022 12:00:00 AM,9:10:00 PM,FAMILY OFFENSE,6,10/13/2022 04:42:00 PM,"CLAREMONT AVE /  ASHBY AVE
Berkeley, CA
(37.85805, -122.24531)",CLAREMONT AVE /  ASHBY AVE,Berkeley,CA
22020543,VEHICLE STOLEN,05/03/2022 12:00:00 AM,7:00:00 PM,MOTOR VEHICLE THEFT,2,10/13/2022 04:42:00 PM,"900 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.86828, -122.296)",900 BLOCK UNIVERSITY AVE,Berkeley,CA
22042198,THEFT FROM AUTO,09/10/2022 12:00:00 AM,4:33:00 AM,LARCENY - FROM VEHICLE,6,10/13/2022 04:42:00 PM,"500 BLOCK SPRUCE ST
Berkeley, CA
(37.90097, -122.26987)",500 BLOCK SPRUCE ST,Berkeley,CA
22026127,VEHICLE STOLEN,06/07/2022 12:00:00 AM,12:10:00 PM,MOTOR VEHICLE THEFT,2,10/13/2022 04:42:00 PM,"900 BLOCK HEINZ AVE
Berkeley, CA
(37.85351, -122.29175)",900 BLOCK HEINZ AVE,Berkeley,CA
22042950,GUN/WEAPON,09/14/2022 12:00:00 AM,3:35:00 PM,WEAPONS OFFENSE,3,10/13/2022 04:42:00 PM,"1900 BLOCK ALLSTON WAY
Berkeley, CA
(37.86879, -122.27251)",1900 BLOCK ALLSTON WAY,Berkeley,CA
22040481,GUN/WEAPON,08/31/2022 12:00:00 AM,4:59:00 PM,WEAPONS OFFENSE,3,10/13/2022 04:42:00 PM,"1980 ALLSTON WAY
Berkeley, CA
(37.86899, -122.27091)",1980 ALLSTON WAY,Berkeley,CA
22039130,VEHICLE STOLEN,08/21/2022 12:00:00 AM,1:00:00 PM,MOTOR VEHICLE THEFT,0,10/13/2022 04:42:00 PM,"2700 BLOCK SHATTUCK AVE
Berkeley, CA
(37.85974, -122.26746)",2700 BLOCK SHATTUCK AVE,Berkeley,CA
22031512,THEFT MISD. (UNDER $950),07/10/2022 12:00:00 AM,7:52:00 PM,LARCENY,0,10/13/2022 04:42:00 PM,"1000 BLOCK PAGE ST
Berkeley, CA
(37.87713, -122.29691)",1000 BLOCK PAGE ST,Berkeley,CA
22027059,BURGLARY COMMERCIAL,06/13/2022 12:00:00 AM,5:26:00 AM,BURGLARY - COMMERCIAL,1,10/13/2022 04:42:00 PM,"1200 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.86941, -122.28936)",1200 BLOCK UNIVERSITY AVE,Berkeley,CA
22091251,BURGLARY AUTO,09/23/2022 12:00:00 AM,3:10:00 AM,BURGLARY - VEHICLE,5,10/13/2022 04:42:00 PM,"2600 BLOCK RUSSELL ST
Berkeley, CA
(37.8582, -122.25547)",2600 BLOCK RUSSELL ST,Berkeley,CA
22022962,FRAUD/FORGERY,05/13/2022 12:00:00 AM,8:00:00 AM,FRAUD,5,10/13/2022 04:42:00 PM,"900 BLOCK COLUSA AVE
Berkeley, CA
(37.89113, -122.27926)",900 BLOCK COLUSA AVE,Berkeley,CA
22044493,THEFT FELONY (OVER $950),09/22/2022 12:00:00 AM,1:30:00 PM,LARCENY,4,10/13/2022 04:42:00 PM,"7TH ST /  HEINZ AVE
Berkeley, CA
(37.85347, -122.29191)",7TH ST /  HEINZ AVE,Berkeley,CA
22090609,BURGLARY AUTO,05/17/2022 12:00:00 AM,9:20:00 PM,BURGLARY - VEHICLE,2,10/13/2022 04:42:00 PM,"1900 BLOCK CENTER ST
Berkeley, CA
(37.86969, -122.27259)",1900 BLOCK CENTER ST,Berkeley,CA
22020978,VEHICLE STOLEN,05/05/2022 12:00:00 AM,8:45:00 PM,MOTOR VEHICLE THEFT,4,10/13/2022 04:42:00 PM,"2300 BLOCK MCGEE AVE
Berkeley, CA
(37.86626, -122.27702)",2300 BLOCK MCGEE AVE,Berkeley,CA
22018184,BURGLARY AUTO,04/20/2022 12:00:00 AM,8:00:00 PM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"1300 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.86977, -122.2865)",1300 BLOCK UNIVERSITY AVE,Berkeley,CA
22041366,THEFT FELONY (OVER $950),09/06/2022 12:00:00 AM,4:03:00 AM,LARCENY,2,10/13/2022 04:42:00 PM,"2800 BLOCK ELLSWORTH ST
Berkeley, CA
(37.85898, -122.26189)",2800 BLOCK ELLSWORTH ST,Berkeley,CA
22034769,BURGLARY AUTO,07/30/2022 12:00:00 AM,5:45:00 PM,BURGLARY - VEHICLE,6,10/13/2022 04:42:00 PM,"2400 BLOCK DURANT AVE
Berkeley, CA
(37.86759, -122.26082)",2400 BLOCK DURANT AVE,Berkeley,CA
22041571,BURGLARY RESIDENTIAL,09/06/2022 12:00:00 AM,11:00:00 PM,BURGLARY - RESIDENTIAL,2,10/13/2022 04:42:00 PM,"1900 BLOCK HASTE ST
Berkeley, CA
(37.86429, -122.27204)",1900 BLOCK HASTE ST,Berkeley,CA
22028145,BURGLARY AUTO,06/19/2022 12:00:00 AM,1:30:00 AM,BURGLARY - VEHICLE,0,10/13/2022 04:42:00 PM,"3000 TELEGRAPH AVE
Berkeley, CA
(37.85545, -122.25988)",3000 TELEGRAPH AVE,Berkeley,CA
22091030,THEFT FELONY (OVER $950),08/24/2022 12:00:00 AM,6:30:00 PM,LARCENY,3,10/13/2022 04:42:00 PM,"1900 BLOCK ESSEX ST
Berkeley, CA
(37.85347, -122.26918)",1900 BLOCK ESSEX ST,Berkeley,CA
22091020,BURGLARY AUTO,08/23/2022 12:00:00 AM,8:00:00 AM,BURGLARY - VEHICLE,2,10/13/2022 04:42:00 PM,"1400 BLOCK 10TH ST
Berkeley, CA
(37.87838, -122.29636)",1400 BLOCK 10TH ST,Berkeley,CA
22020219,THEFT MISD. (UNDER $950),05/01/2022 12:00:00 AM,7:00:00 PM,LARCENY,0,10/13/2022 04:42:00 PM,"2500 BLOCK PIEDMONT AVE
Berkeley, CA
(37.86574, -122.25159)",2500 BLOCK PIEDMONT AVE,Berkeley,CA
22047866,THEFT MISD. (UNDER $950),10/10/2022 12:00:00 AM,8:00:00 AM,LARCENY,1,10/13/2022 04:42:00 PM,"2500 BLOCK REGENT ST
Berkeley, CA
(37.86508, -122.25776)",2500 BLOCK REGENT ST,Berkeley,CA
22033080,THEFT MISD. (UNDER $950),07/20/2022 12:00:00 AM,11:30:00 AM,LARCENY,3,10/13/2022 04:42:00 PM,"2700 BLOCK MILVIA ST
Berkeley, CA
(37.86002, -122.26942)",2700 BLOCK MILVIA ST,Berkeley,CA
22035271,THEFT MISD. (UNDER $950),08/02/2022 12:00:00 AM,3:27:00 PM,LARCENY,2,10/13/2022 04:42:00 PM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.8801, -122.29768)",1000 BLOCK GILMAN ST,Berkeley,CA
22035001,THEFT FROM AUTO,08/01/2022 12:00:00 AM,4:20:00 AM,LARCENY - FROM VEHICLE,1,10/13/2022 04:42:00 PM,"1100 BLOCK HOPKINS ST
Berkeley, CA
(37.87576, -122.29299)",1100 BLOCK HOPKINS ST,Berkeley,CA
22022170,THEFT MISD. (UNDER $950),05/13/2022 12:00:00 AM,6:50:00 PM,LARCENY,5,10/13/2022 04:42:00 PM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.8801, -122.29768)",1000 BLOCK GILMAN ST,Berkeley,CA
22045850,ASSAULT/BATTERY MISD.,09/28/2022 12:00:00 AM,5:20:00 PM,ASSAULT,3,10/13/2022 04:42:00 PM,"1900 BLOCK 4TH ST
Berkeley, CA
(37.86825, -122.30007)",1900 BLOCK 4TH ST,Berkeley,CA
22048199,ROBBERY,10/12/2022 12:00:00 AM,3:06:00 PM,ROBBERY,3,10/13/2022 04:42:00 PM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.8801, -122.29768)",1000 BLOCK GILMAN ST,Berkeley,CA
22041656,THEFT FROM AUTO,09/05/2022 12:00:00 AM,2:00:00 AM,LARCENY - FROM VEHICLE,1,10/13/2022 04:42:00 PM,"2500 BLOCK MARTIN LUTHER KING JR WAY
Berkeley, CA
(37.863, -122.27236)",2500 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA
22045419,DOMESTIC VIOLENCE,09/26/2022 12:00:00 AM,7:30:00 PM,FAMILY OFFENSE,1,10/13/2022 04:42:00 PM,"2400 BLOCK 10TH ST
Berkeley, CA
(37.86249, -122.29124)",2400 BLOCK 10TH ST,Berkeley,CA
22009526,ARSON,08/13/2022 12:00:00 AM,6:15:00 PM,ARSON,6,10/13/2022 04:42:00 PM,"2200 BLOCK SHATTUCK AVE
Berkeley, CA
(37.8691, -122.26808)",2200 BLOCK SHATTUCK AVE,Berkeley,CA
22035311,VANDALISM,08/03/2022 12:00:00 AM,12:20:00 AM,VANDALISM,3,10/13/2022 04:42:00 PM,"2200 BLOCK SHATTUCK AVE
Berkeley, CA
(37.8691, -122.26808)",2200 BLOCK SHATTUCK AVE,Berkeley,CA
22041506,THEFT MISD. (UNDER $950),09/06/2022 12:00:00 AM,4:17:00 PM,LARCENY,2,10/13/2022 04:42:00 PM,"2100 BLOCK SHATTUCK AVE
Berkeley, CA
(37.87089, -122.26826)",2100 BLOCK SHATTUCK AVE,Berkeley,CA
22090535,THEFT MISD. (UNDER $950),04/28/2022 12:00:00 AM,7:23:00 AM,LARCENY,4,10/13/2022 04:42:00 PM,"1900 BLOCK ALLSTON WAY
Berkeley, CA
(37.86879, -122.27251)",1900 BLOCK ALLSTON WAY,Berkeley,CA
22091112,BURGLARY AUTO,09/02/2022 12:00:00 AM,1:13:00 PM,BURGLARY - VEHICLE,5,10/13/2022 04:42:00 PM,"1600 BLOCK OREGON ST
Berkeley, CA
(37.85632, -122.27726)",1600 BLOCK OREGON ST,Berkeley,CA
22036332,ROBBERY,08/09/2022 12:00:00 AM,9:33:00 AM,ROBBERY,2,10/13/2022 04:42:00 PM,"2000 BLOCK OREGON ST
Berkeley, CA
(37.85733, -122.26896)",2000 BLOCK OREGON ST,Berkeley,CA
22020806,VEHICLE STOLEN,05/05/2022 12:00:00 AM,1:00:00 AM,MOTOR VEHICLE THEFT,4,10/13/2022 04:42:00 PM,"1300 BLOCK ASHBY AVE
Berkeley, CA
(37.85278, -122.28353)",1300 BLOCK ASHBY AVE,Berkeley,CA
22039802,BURGLARY RESIDENTIAL,08/27/2022 12:00:00 AM,6:30:00 PM,BURGLARY - RESIDENTIAL,6,10/13/2022 04:42:00 PM,"2300 BLOCK CHANNING WAY
Berkeley, CA
(37.86633, -122.26316)",2300 BLOCK CHANNING WAY,Berkeley,CA
22029170,ASSAULT/BATTERY MISD.,06/26/2022 12:00:00 AM,12:45:00 AM,ASSAULT,0,10/13/2022 04:42:00 PM,"1500 BLOCK FAIRVIEW ST
Berkeley, CA
(37.84973, -122.27789)",1500 BLOCK FAIRVIEW ST,Berkeley,CA
22039393,VANDALISM,08/26/2022 12:00:00 AM,1:00:00 AM,VANDALISM,5,10/13/2022 04:42:00 PM,"2300 BLOCK WARRING ST
Berkeley, CA
(37.86912, -122.25089)",2300 BLOCK WARRING ST,Berkeley,CA
22091240,BURGLARY AUTO,09/22/2022 12:00:00 AM,12:00:00 AM,BURGLARY - VEHICLE,4,10/13/2022 04:42:00 PM,"2300 BLOCK WARD ST
Berkeley, CA
(37.86011, -122.2619)",2300 BLOCK WARD ST,Berkeley,CA
22037165,VEHICLE STOLEN,08/14/2022 12:00:00 AM,5:00:00 AM,MOTOR VEHICLE THEFT,0,10/13/2022 04:42:00 PM,"2600 BLOCK REGENT ST
Berkeley, CA
(37.86334, -122.2576)",2600 BLOCK REGENT ST,Berkeley,CA
22091006,VANDALISM,05/31/2022 12:00:00 AM,9:04:00 AM,VANDALISM,2,10/13/2022 04:42:00 PM,"1700 BLOCK 6TH ST
Berkeley, CA
(37.87232, -122.29909)",1700 BLOCK 6TH ST,Berkeley,CA
22022667,ASSAULT/BATTERY FEL.,05/16/2022 12:00:00 AM,5:33:00 PM,ASSAULT,1,10/13/2022 04:42:00 PM,"700 BLOCK FOLGER AVE
Berkeley, CA
(37.84925, -122.29489)",700 BLOCK FOLGER AVE,Berkeley,CA
22038520,VEHICLE STOLEN,08/20/2022 12:00:00 AM,4:00:00 PM,MOTOR VEHICLE THEFT,6,10/13/2022 04:42:00 PM,"1800 BLOCK 8TH ST
Berkeley, CA
(37.87088, -122.29631)",1800 BLOCK 8TH ST,Berkeley,CA
22042390,BURGLARY AUTO,09/10/2022 12:00:00 AM,10:00:00 PM,BURGLARY - VEHICLE,6,10/13/2022 04:42:00 PM,"2900 BLOCK FULTON ST
Berkeley, CA
(37.85697, -122.26373)",2900 BLOCK FULTON ST,Berkeley,CA
22020550,DISTURBANCE,04/30/2022 12:00:00 AM,6:00:00 AM,DISORDERLY CONDUCT,6,10/13/2022 04:42:00 PM,"2925 BOLIVAR DR
Berkeley, CA
(37.85152, -122.29644)",2925 BOLIVAR DR,Berkeley,CA
22091074,THEFT MISD. (UNDER $950),08/31/2022 12:00:00 AM,6:00:00 AM,LARCENY,3,10/13/2022 04:42:00 PM,"2300 BLOCK LE CONTE AVE
Berkeley, CA
(37.87483, -122.26371)",2300 BLOCK LE CONTE AVE,Berkeley,CA
22037848,THEFT MISD. (UNDER $950),08/17/2022 12:00:00 AM,7:54:00 PM,LARCENY,3,10/13/2022 04:42:00 PM,"2100 BLOCK SHATTUCK AVE
Berkeley, CA
(37.87089, -122.26826)",2100 BLOCK SHATTUCK AVE,Berkeley,CA
22031082,DOMESTIC VIOLENCE,07/07/2022 12:00:00 AM,7:11:00 PM,FAMILY OFFENSE,4,10/13/2022 04:42:00 PM,"1500 BLOCK CALIFORNIA ST
Berkeley, CA
(37.87813, -122.2806)",1500 BLOCK CALIFORNIA ST,Berkeley,CA
22019882,THEFT MISD. (UNDER $950),04/30/2022 12:00:00 AM,11:30:00 AM,LARCENY,6,10/13/2022 04:42:00 PM,"CENTER ST /  MILVIA ST
Berkeley, CA
(37.86996, -122.27055)",CENTER ST /  MILVIA ST,Berkeley,CA
22042317,THEFT FROM AUTO,09/10/2022 12:00:00 AM,3:00:00 PM,LARCENY - FROM VEHICLE,6,10/13/2022 04:42:00 PM,"1800 BLOCK SONOMA AVE
Berkeley, CA
(37.88576, -122.27802)",1800 BLOCK SONOMA AVE,Berkeley,CA
22017632,THEFT MISD. (UNDER $950),04/17/2022 12:00:00 AM,1:57:00 PM,LARCENY,0,10/13/2022 04:42:00 PM,"1300 BLOCK SAN PABLO AVE
Berkeley, CA
(37.88023, -122.29613)",1300 BLOCK SAN PABLO AVE,Berkeley,CA
22090685,THEFT FELONY (OVER $950),06/04/2022 12:00:00 AM,8:00:00 PM,LARCENY,6,10/13/2022 04:42:00 PM,"2300 BLOCK WARRING ST
Berkeley, CA
(37.86912, -122.25089)",2300 BLOCK WARRING ST,Berkeley,CA
22090542,BURGLARY AUTO,04/30/2022 12:00:00 AM,10:30:00 AM,BURGLARY - VEHICLE,6,10/13/2022 04:42:00 PM,"2900 BLOCK COLLEGE AVE
Berkeley, CA
(37.85824, -122.25317)",2900 BLOCK COLLEGE AVE,Berkeley,CA
22044498,BURGLARY AUTO,09/21/2022 12:00:00 AM,7:41:00 PM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"200 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.86375, -122.31398)",200 BLOCK UNIVERSITY AVE,Berkeley,CA
22018159,ALCOHOL OFFENSE,04/20/2022 12:00:00 AM,6:20:00 PM,LIQUOR LAW VIOLATION,3,10/13/2022 04:42:00 PM,"800 BLOCK DELAWARE ST
Berkeley, CA
(37.87043, -122.29929)",800 BLOCK DELAWARE ST,Berkeley,CA
22019704,DISTURBANCE,04/29/2022 12:00:00 AM,2:27:00 PM,DISORDERLY CONDUCT,5,10/13/2022 04:42:00 PM,"1980 ALLSTON WAY
Berkeley, CA
(37.86899, -122.27091)",1980 ALLSTON WAY,Berkeley,CA
22041667,NARCOTICS,09/07/2022 12:00:00 AM,12:55:00 PM,DRUG VIOLATION,3,10/13/2022 04:42:00 PM,"DWIGHT WAY /  TELEGRAPH AVE
Berkeley, CA
(37.86511, -122.25848)",DWIGHT WAY /  TELEGRAPH AVE,Berkeley,CA
22041099,VEHICLE STOLEN,09/03/2022 12:00:00 AM,3:00:00 PM,MOTOR VEHICLE THEFT,6,10/13/2022 04:42:00 PM,"1900 BLOCK HENRY ST
Berkeley, CA
(37.87359, -122.26975)",1900 BLOCK HENRY ST,Berkeley,CA
22091287,THEFT FELONY (OVER $950),09/15/2022 12:00:00 AM,11:30:00 AM,LARCENY,4,10/13/2022 04:42:00 PM,"1700 BLOCK SHATTUCK AVE
Berkeley, CA
(37.87624, -122.26925)",1700 BLOCK SHATTUCK AVE,Berkeley,CA
22041702,VANDALISM,09/07/2022 12:00:00 AM,4:44:00 PM,VANDALISM,3,10/13/2022 04:42:00 PM,"2301 SHATTUCK AVE
Berkeley, CA
(37.86749, -122.26724)",2301 SHATTUCK AVE,Berkeley,CA
22090479,BURGLARY AUTO,04/20/2022 12:00:00 AM,1:00:00 AM,BURGLARY - VEHICLE,3,10/13/2022 04:42:00 PM,"Berkeley, CA
(37.86988, -122.27054)",,Berkeley,CA
22022812,ROBBERY,05/17/2022 12:00:00 AM,3:28:00 PM,ROBBERY,2,10/13/2022 04:42:00 PM,"920 HEINZ AVE
Berkeley, CA
(37.85336, -122.28997)",920 HEINZ AVE,Berkeley,CA
22045885,THEFT FROM PERSON,09/29/2022 12:00:00 AM,5:19:00 PM,LARCENY,4,10/13/2022 04:42:00 PM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.8801, -122.29768)",1000 BLOCK GILMAN ST,Berkeley,CA
22090711,THEFT FELONY (OVER $950),06/09/2022 12:00:00 AM,5:00:00 PM,LARCENY,4,10/13/2022 04:42:00 PM,"1900 BLOCK 4TH ST
Berkeley, CA
(37.86825, -122.30007)",1900 BLOCK 4TH ST,Berkeley,CA
22041821,VEHICLE STOLEN,09/07/2022 12:00:00 AM,8:00:00 PM,MOTOR VEHICLE THEFT,3,10/13/2022 04:42:00 PM,"2800 BLOCK HILLEGASS AVE
Berkeley, CA
(37.85969, -122.25577)",2800 BLOCK HILLEGASS AVE,Berkeley,CA
22047052,BURGLARY COMMERCIAL,10/06/2022 12:00:00 AM,9:32:00 AM,BURGLARY - COMMERCIAL,4,10/13/2022 04:42:00 PM,"1400 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.87009, -122.28407)",1400 BLOCK UNIVERSITY AVE,Berkeley,CA
22042208,VEHICLE STOLEN,09/09/2022 12:00:00 AM,10:00:00 PM,MOTOR VEHICLE THEFT,5,10/13/2022 04:42:00 PM,"1300 BLOCK FRANCISCO ST
Berkeley, CA
(37.8734, -122.28679)",1300 BLOCK FRANCISCO ST,Berkeley,CA
22037010,ROBBERY,08/13/2022 12:00:00 AM,2:58:00 AM,ROBBERY,6,10/13/2022 04:42:00 PM,"2500 BLOCK DURANT AVE
Berkeley, CA
(37.86785, -122.25869)",2500 BLOCK DURANT AVE,Berkeley,CA
